Job Name,label,Company Name,Job Type,Experience Required,Department,JD,City,Date Posted
Full Time Socks Operation Manager And Socks Inspector - Textiles Job in Pakistan,,"Uni Hosiery Co. Inc., Pakistan",Full Time Job,5 Years Job Exp.,Production Job,"NOTE: Apply By Sending Your CV/Resume to: hrdpk @ unihosiery.comCandidates with less than 5 years experience will not be considered for this position.
A US based national-leading hosiery importer is seeking for candidates who can join us as &#39; Soc",Faisalabad,31-Jan-21
"Full Time Registered Nurse, Staff Nurse & Baby Sitters Jobs in Pakistan",,"Zaibunisa Home Nursing Service, Pakistan",Full Time Jobs,< 1 Year,Healthcare Jobs,"ZAIBUNISA HOME NURSING SERVICE is hiring male and female Registered Nurse, Staff Nurse, BS Nurse, and Baby Sitters for Home Care Nursing Service in Hyderabad Sindh.Applications are invited from the residents of Hyderabad, Sindh. Interested candidates",Hyderabad,31-Jan-21
Full Time Graphic Designer Jobs in Pakistan,,"Digital Otters, Pakistan",Full Time Jobs,2 Years Job Exp.,Marketing Jobs,"Study design briefs and determine requirementsSchedule projects and define budget constraintsConceptualize visuals based on requirementsPrepare rough drafts and present ideasDevelop illustrations, logos and other designs using software or by handUse",Lahore,31-Jan-21
Full Time Financial Advisor Jobs in Pakistan,,"Adamjee Life Assurance, Pakistan",Full Time Jobs,Job for Fresh Graduates,Insurance Jobs,"A Army Welfair Trust company looking for component people for their insurance produect sale. Those who are intrested in rapid growth and high income. Welcome to AWT company will provides indoor outdoor traning session, overseas convention",Lahore,31-Jan-21
Full Time Web Developers Jobs in Pakistan,,"Applied Technology Research Center, Pakistan",Full Time Jobs,5 Years Job Exp.,IT Jobs,"Developers required for an ecommerce project.Work is based in Karachi, Pakistan",Karachi,30-Jan-21
Full Time PHP Developer (Codeigniter) Job in Pakistan,,"ITiansHive, Pakistan",Full Time Job,1 Year Job Exp.,Web & E-commerce Job,We are looking for a tallented php developer experienced in codeigniter. Candidate should have 8 months to 1 year of experience and capable of handling the project single handedly. Salary is fixed 25000 pkr renegotiable after probation period.,Lahore,30-Jan-21
Full Time Sales Coordinator Job in Pakistan,,"Eastern Group, Pakistan",Full Time Job,2 Years Job Exp.,Admin Job,Responsibilities&middot; To complete legal documents of all distributors and collect security cheques&middot; To receive letters from all the distributors and get relevant instructions upon that. All the documents shall be placed on files properly.&m,Lahore,30-Jan-21
Online Full Time .NET / Core / ASP .NET / C# Developer - Remote Job in Pakistan,,"Codecompany, Pakistan",Full Time Job,4 Years Job Exp.,Computer Software Job,We as a german software development company are looking for a .NET C# Developer with at least 4 years of experience for a project of several months.The project can be developed fully remote from PK,Faisalabad,30-Jan-21
Full Time CSR - Customer Service Representative / Computer Operator Jobs in Pakistan,,"Mastermind Solutions, Pakistan",Full Time Jobs,Job for Fresh Graduates,Publishing Jobs,"A Company is hiring following staff for their Faisalabad office.Details:Designation: CSR - Customer Service Representative, Computer OperatorNo. Of Positions: 10Job Type: In house office jobSalary Range: 18-25k (performance based)Working hours 1200hr",Faisalabad,30-Jan-21
Full Time Data Entry Operator Jobs in Pakistan,,"Mbin, Pakistan",Full Time Jobs,< 1 Year,IT Jobs,"Job Opportunity for Candidates in SialkotWe are looking for a Data Entry Operator who can either work for us.The Candidate will be responsible for a different types of Tasks.We Offer:*Attractive Salary Package
*Bonuses and Increment based on Performa",Sialkot,30-Jan-21
Full Time Student Visa Processing Officer Jobs in Pakistan,,"Zarnab International (Pvt) Ltd., Pakistan",Full Time Jobs,2 Years Job Exp.,Education Jobs,We are looking for an experienced Student Visa Processing Officer having experience in student visa applications of Australia/UKCandidates will be required to:Manage &amp; supervise applications at Foreign Universities for admissionsAdvice clients ab,Lahore,29-Jan-21
Full Time Front End Developer Jobs in Pakistan,,"ActiveXTech, Pakistan",Full Time Jobs,2 Years Job Exp.,Computer Software Jobs,We are looking for a qualified Front-end developer to join our IT team. You will be responsible for building the &lsquo;client-side&rsquo; of our web applications. You should be able to translate our company and customer needs into functional and app,Lahore,29-Jan-21
Full Time React JS Developer Jobs in Pakistan,,"iPlex, Pakistan",Full Time Jobs,2 Years Job Exp.,IT Jobs,"Developing web-based applications using the MERN stack, including React.js, Node.js, and MongoDB.Creating RESTful services with Node.js.Deploying and monitoring Node.js applications.Creating front end applications using React.js.Creating unit tests u",Islamabad,29-Jan-21
Full Time MERN Stack Developer Jobs in Pakistan,,"iPlex, Pakistan",Full Time Jobs,2 Years Job Exp.,IT Jobs,"Graph QL &amp; Firebase Integrations and queries.Typescript, GitHub &amp; UI development.Some knowledge about Dev ops will be considered a plus point.Creating Restful services with Node.jsDeploying and monitoring Node.js applicationsCreating front en",Islamabad,29-Jan-21
Full Time Software Developer Jobs in Pakistan,,"Govt Organization, Pakistan",Full Time Jobs,3 Years Job Exp.,Web & E-commerce Jobs,EligibilityBS / MCS / MS Software Engg / Computer ScienceCGPA minimum 3.00 out of 4.00No 3rd division in academic careerMale / FemaleMaximum Age 35 yearsExperienceExperience in mentioned technical skills is mandatory. Preference will be given to cand,Peshawar,29-Jan-21
Full Time HR / Recruitment Executive  (Night Shift Only) Job in Pakistan,,"AirBand Communications (Pvt) Ltd, Pakistan",Full Time Job,2 Years Job Exp.,Customer Service Job,Looking for Female HR Assistant who can assists in administrative/HR tasks. Candidate must have at least 1 year of outbound Call Center experience.Main Job Tasks and ResponsibilitiesMust have call center experience.Develop and update job descriptions,Rawalpindi,29-Jan-21
Full Time Customer Service Representatives (CSR) Job in Pakistan,,"Visa Track - Immigration Law Firm -, Pakistan",Full Time Job,< 1 Year,Legal Job,Manage large amounts of incoming and outgoing callsGenerate sales leadsIdentify and assess customers&rsquo; needs to achieve satisfaction.Build sustainable relationships and trust with customer accounts through open and interactive communication.Prov,Karachi,29-Jan-21
Full Time Graphic Designer Job in Pakistan,,"Creato Construction Group, Pakistan",Full Time Job,< 1 Year,Construction Job,"Bachelor&rsquo;s degree in graphic design or related field.Experience as a graphic designer or in related field.Demonstrable graphic design skills with a strong portfolio.Proficiency with required desktop publishing tools, including Photoshop, InDesi",Lahore,29-Jan-21
Full Time Call Center Senior Closer Jobs in Pakistan,,"Crowns BPO, Pakistan",Full Time Jobs,1 Year Job Exp.,Customer Service Jobs,"Hiring Alert Looking for () For Final Expense Life Insurance Campaign, having at least 1 Year of Experience.The role offered by the company entailsThe candidate is required for Closing and Client Services.Must be punctual, hard-working &amp; self-mot",Islamabad,29-Jan-21
Full Time Sales Executive (US Campaign) Jobs in Pakistan,,"ConstructBPO, Pakistan",Full Time Jobs,1 Year Job Exp.,Customer Service Jobs,Manage large amounts of incoming callsAt least 1 year DGS or Related Experience.Willing to work in night shiftGenerate sales leadsIdentify and assess customers&rsquo; needs to achieve satisfactionBuild sustainable relationships and trust with custome,Lahore,29-Jan-21
Full Time Sales Officer  Jobs in Pakistan,,"Noor Brands , Pakistan",Full Time Jobs,< 1 Year,Sales Jobs,"FMCG experience 4 years, Hardworking, honest, Responsible, Targets oriented, Confident, Minimum qualification Graduate, able to discover new business venues.",Lahore,29-Jan-21
Full Time Financial Advisor Jobs in Pakistan,,"Askari Life Assurance, Pakistan",Full Time Jobs,< 1 Year,Insurance Jobs,We are looking for a competitive Financial Advisor to help us expand our business by actively seeking and acquiring new clients. You will identify their needs and demands and sell accordingly.The goal is to formulate strong relationships to ensure gr,Lahore,29-Jan-21
Full Time Logistics Coordinator Jobs in Pakistan,,"Trade Expeditors Pakistan , Pakistan",Full Time Jobs,Job for Fresh Graduates,Supply Chain Jobs,We are seeking an individual to be an integral part of our team as an Import Coordinator with having a background in Food and Agricultural logistics/supply chain. If you have graduated in Food Sciences and Technology/Human Nutrition/Agricultural Scie,Islamabad,29-Jan-21
Full Time Sales And Business Development Officers Jobs in Pakistan,,"Rixot Technologies, Pakistan",Full Time Jobs,< 1 Year,Sales Jobs,An International Ukraine Based SEO Company Requires Male Sales and business Development officers for Islamabad Office (Excellent English Speaking &amp; Writing Skills Required)Office-Based SALES JOB (Excellent English Speaking &amp; Writing Skills Re,Islamabad,29-Jan-21
Full Time PHP Developer Job in Pakistan,,"Leadconcept, Pakistan",Full Time Job,1 Year Job Exp.,IT Job,"We are looking for some ambitious, dynamic and team worker, who can work independent with our Project Managers.You may need to communicate with foreign clients directly thru&#39; Skype or Phone.Candidate must be proficient in MVC frameworks such as C",Lahore,29-Jan-21
Full Time Mobile App / React Native Developer Jobs in Pakistan,,"ActiveXTech, Pakistan",Full Time Jobs,3 Years Job Exp.,Computer Software Jobs,"We are looking for a React Native developer interested in building mobile apps on both the iOS and Android platforms. In this role, you will be responsible for the sophisticated design and consistent performance of our applications.You will work to m",Lahore,29-Jan-21
Full Time BDE - Business Development Executive Jobs in Pakistan,,"HG Markets Pvt Ltd, Pakistan",Full Time Jobs,< 1 Year,Sales Jobs,To generate quality leads that result in sales.Cold calling to arrange meetings with potential customers to prospect for business.Work with team to achieve sales performance targets.Develop and maintain client portfolioOnline commodity Trading (Train,Lahore,29-Jan-21
Full Time Office Assistant Jobs in Pakistan,,"Ultimate Build Mart, Pakistan",Full Time Jobs,2 Years Job Exp.,Construction Jobs,"We are looking for young and energetic candidate with 2 years exprience.Should maintains the smooth running of an office through a variety of administrative and clerical duties.Will handle office schedules, coordinate meetings and visits, organize fi",Karachi,29-Jan-21
Full Time Digital Marketing Expert / SEO Expert Job in Pakistan,,"Buruj Solutions, Pakistan",Full Time Job,1 Year Job Exp.,Computer Software Job,"We are hiring for a Digital Marketing Expert / SEO ExpertWork to rank websites as assigned by the company to drive more traffic.Execute tests, collect and analyze data, identify trends and insights in order to achieve maximum ROI in paid search campa",Gujranwala,29-Jan-21
Full Time Customer Service Executive Jobs in Pakistan,,"Mbin, Pakistan",Full Time Jobs,< 1 Year,Support Services Jobs,"Job Opportunity for Candidates in Sialkot
We need Candidates to handle queries about our products on our website live chat and Social Media.
It is imperative that you have a strong command over written English and good conversation skills.
The Candid",Sialkot,29-Jan-21
